amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	price-designation	customized-url	customized-page 
113-9912465-5327452		2023-02-26T03:53:41+00:00	2023-02-27T21:38:35+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	17.68	1.46							NORTH RICHLAND HILLS	TX	76182-8422	US		FALSE		https://zme-caps.amazon.com/t/IUSY3q7TlEFT/BcEPuTsziH7s-Ee79OqqFlhFvZLIxLVJT2BTY9PkWa4/19	https://a.co/5ixFv1p
113-6296360-2182647		2023-02-26T04:03:53+00:00	2023-02-26T22:12:21+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	1.53							LUBBOCK	TX	79424-6616	US		FALSE		https://zme-caps.amazon.com/t/TKcxxq0mnA4q/JvW573RlWYwYqvQxEljgJSlwOzOeZLz55huAHJYaWHM/19	https://a.co/3dmbQND
112-0009868-0419413		2023-02-26T04:07:30+00:00	2023-02-27T21:27:31+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	22.65	1.59							LAFAYETTE	IN	47904-2012	US		FALSE		https://zme-caps.amazon.com/t/pi3F0H2e88Ha/UzHOsJcfEfuewxfGZVLyZ2MLoaQuHn3HcEDtJVMrAZo/19	https://a.co/cI1dvGp
111-2843659-2105039		2023-02-26T04:25:56+00:00	2023-02-26T22:23:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	26.65	1.73							EDGEWATER	FL	32141-6105	US		FALSE		https://zme-caps.amazon.com/t/U8grQSXwvgOp/IqXxqfds66sqCLMH2AjI06-reFFnPyazy5GKpfS9Fi8/19	https://a.co/i3EtvBB
111-1980448-4594622		2023-02-26T04:29:02+00:00	2023-03-01T18:07:36+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1							BALTIMORE	MD	21221-4805	US		FALSE		https://zme-caps.amazon.com/t/zkYlnlnm8CCy/f50aeALsL6bw8W6ToZKdlGTydX_KAOkvUXP-reOVZvc/19	https://a.co/gQmTIir
114-1489220-8289823		2023-02-26T04:31:12+00:00	2023-02-26T22:19:39+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.62							FORT WORTH	TX	76131-1638	US		FALSE		https://zme-caps.amazon.com/t/H4uYhTuOuIzV/lo8H0_xMivdYVc3_dWIjkO5K8p6r09FIbMb1G0jSNHw/19	https://a.co/c1DgxGD
112-8121579-5703462		2023-02-26T06:31:53+00:00	2023-02-26T22:20:17+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Expedited	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	2.01	7.99	0.82					BERKELEY	CA	94720-2289	US		FALSE		https://zme-caps.amazon.com/t/jfgQrhKhUMeX/1CODAt1Un4ul6NWW1so8FdgueXFKAMnwuAJaB9sTpHM/19	https://a.co/i0qGknA
111-1662936-7999450		2023-02-26T06:44:02+00:00	2023-02-26T22:34:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.12							HYATTSVILLE	MD	20782-2010	US		FALSE		https://zme-caps.amazon.com/t/Xz2sT1hU7fum/kPKXgUOJyZSEeDjGrdTMciAOgpTbq4oJNADMi9fdlaU/19	https://a.co/cpCVxB2
113-2849654-4689030		2023-02-26T06:47:14+00:00	2023-02-26T22:14:48+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1.12							BELEN	NM	87002-8253	US		FALSE		https://zme-caps.amazon.com/t/VnDSeEx2EyeB/tnqoUcT_ZGarP6MUClKoo0pZVQzeYFP_AUDL9Yv-z-Q/19	https://a.co/2K8DFGG
111-0488579-0176239		2023-02-26T12:11:29+00:00	2023-02-26T22:24:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.04							TOMS RIVER	NJ	08753-3701	US		FALSE		https://zme-caps.amazon.com/t/m0poQvRca9us/Lj-PvUO3ePSRzEH-_FfpySSQK248ZL3ZSQRrb6eSkKM/19	https://a.co/0Du2h5m
113-5168651-7369003		2023-02-26T13:47:02+00:00	2023-02-26T22:13:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	18.65	1.49							ATLANTA	GA	30319-3942	US		FALSE		https://zme-caps.amazon.com/t/1IGhhVaxa74v/Ge-UZVs1yojJk9PwztKCtyaCLsYSOClqfKXqQgI-jRI/19	https://a.co/3NmDkRV
113-3913849-8984228		2023-02-26T14:55:16+00:00	2023-02-26T22:12:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							GIBSONIA	PA	15044-8530	US		FALSE		https://zme-caps.amazon.com/t/Lh2bhsYUaCel/7TIMpa4ivhgUBcqcAkjCIqOj45jcty6twcxW1qpZspw/19	https://a.co/6HUtQS1
113-3913849-8984228		2023-02-26T14:55:16+00:00	2023-02-26T22:12:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							GIBSONIA	PA	15044-8530	US		FALSE		https://zme-caps.amazon.com/t/mCclmWHVC9M2/jM_zA0_VmQW9qNxj3JwwBG6XETu-_dorHWOyow0Plyk/19	https://a.co/iD2hxBz
113-3913849-8984228		2023-02-26T14:55:16+00:00	2023-02-26T22:12:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							GIBSONIA	PA	15044-8530	US		FALSE		https://zme-caps.amazon.com/t/STZZ9uJSp22g/ShBOJ6U0CQDyGmWvZNkp-bM6q_AEjDM8fl7j-6kJnn4/19	https://a.co/91XTr65
113-5500838-7005866		2023-02-26T14:58:12+00:00	2023-02-26T22:14:40+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.11							GIBSONIA	PA	15044-8530	US		FALSE		https://zme-caps.amazon.com/t/o2DzzxsUXuZ3/8RvL0OxVnd9GVeFxabi7UwVuZl8td41XnrHpRZccB08/19	https://a.co/bDwbLqd
114-6991850-2298668		2023-02-26T15:41:10+00:00	2023-02-27T21:27:27+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	24.65	2.03							LEAGUE CITY	TX	77573-3248	US		FALSE		https://zme-caps.amazon.com/t/83gKyp69wwjZ/RsI7_ToBEz7WjTb6uSSL0ZARH_aHd-uOS67vQgz7Giw/19	https://a.co/bqsvwbb
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/43iVzqg8Wrl3/IgHRixyzZ9hkFi0T5YlPKCAWq9vN7CPvXoEwufe4UbU/19	https://a.co/gglEFzV
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/bS15SQAIAWGa/shPBI-Qn0PmgI5nXRRg7G9K_uurjPp4L1lubAU0XPQE/19	https://a.co/1LfizdD
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/gCvfqkNlkh2P/DxSDKNk-oujhhoXmE6048-SnnYslFigvJTg4j94iEDw/19	https://a.co/0rsivlY
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/ILK45Vz6fWAF/ZgZQxFE7IOVCLuawcxFJmOKSLl6ML_N5efURqb84eHM/19	https://a.co/eEK0aDz
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/JaY7F9CWuF63/WUPXSdjVNOyQ7uE9gGtmstOLe25jIJUBoAJ8o3SNeJU/19	https://a.co/iv2FbrF
114-6167178-6132214		2023-02-26T16:00:11+00:00	2023-02-27T21:37:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	1.69	0.11							HAWTHORNE	NJ	07506-1819	US		FALSE		https://zme-caps.amazon.com/t/TgBTYeLWC8fh/5UoU0_-c34eKKF26bZSfIn7L_UcuO6nr1XkPixBzhtk/19	https://a.co/31jJuWj
111-5396760-4462601		2023-02-26T16:06:33+00:00	2023-02-27T21:27:55+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	24.65	1.48							CAWOOD	KY	40815-5008	US		FALSE		https://zme-caps.amazon.com/t/Qf8plTCgSLy3/wy4lwt6McKHLDDJe01vL3HG95BFr7horXScccUp6hls/19	https://a.co/a45v31t
111-2300955-5556227		2023-02-26T16:24:12+00:00	2023-02-26T22:23:16+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	29.65	1.78							MANASSAS	VA	20109-2902	US		FALSE		https://zme-caps.amazon.com/t/CoJ1KeamkgqT/pxQuQ-hDCxjAmr04xzFRo2WHDSlk00iQOZ-alw0mo5c/19	https://a.co/epclcTk
114-6866340-0230655		2023-02-26T16:35:51+00:00	2023-02-26T22:09:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.39							BROOKLYN	NY	11226-4429	US		FALSE		https://zme-caps.amazon.com/t/zdvnYwvjrH55/3HuLxZzJQcNUp225__KXp6BU-IQcFU921xV7D1dq5GE/19	https://a.co/1TvJu36
113-4075091-0086621		2023-02-26T16:44:21+00:00	2023-02-26T22:14:12+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.1							DURHAM	NC	27707-4630	US		FALSE		https://zme-caps.amazon.com/t/36GAIEPxlEi7/fwjH3OLsHiKFt16J31BLLFWlYdluEprpqyppUblTgj4/19	https://a.co/5Us7fYl
111-8432958-7534638		2023-02-26T17:02:03+00:00	2023-02-27T21:38:53+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	23.68	2.07							SAN BERNARDINO	CA	92404-2417	US		FALSE		https://zme-caps.amazon.com/t/3ydY8S8QTjp4/-i8E5KwUQVejUDmLIvEpaD8rtQmMqT4BgQ85upi3A_Q/19	https://a.co/c0zfCxT
113-7142254-5142625		2023-02-26T17:28:07+00:00	2023-02-26T22:11:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.74							BROOKLYN	NY	11210-2924	US		FALSE		https://zme-caps.amazon.com/t/LZW4GYAzmPiX/nRu5U4IX78_raM5v4RtsMJiupJ0bA18PC1p1kFTctz8/19	https://a.co/iwGM7oS
111-5697221-9176202		2023-02-26T17:50:50+00:00	2023-02-27T21:27:27+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	18.68	1.12							HENRICO	VA	23231-7136	US		FALSE		https://zme-caps.amazon.com/t/DHagTdbGf9AO/6g6LzXKD3FYI8lqhQkDN4Q-wjea_c-Y8-CMLrIQ0U4c/19	https://a.co/gZ89erd
111-9102517-4763409		2023-02-26T17:52:47+00:00	2023-02-26T22:33:15+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		SecondDay	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.79	8.99	0.82					SARATOGA	CA	95070-3434	US		FALSE		https://zme-caps.amazon.com/t/zYfAMPwNYb1W/LRhVx8YkozKSsSQFXZiWhhvR_a2HA5ZZTepd-D2vicA/19	https://a.co/eVF7wwL
113-6795218-5443426		2023-02-26T18:32:50+00:00	2023-02-26T22:10:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.1							MADISON	WI	53715-2015	US		FALSE		https://zme-caps.amazon.com/t/2TTCwBtTUMAQ/7jO4wc8qfAdBBSVWhV0JSCkpYXaB6PLf2Q8J10EwWYo/19	https://a.co/hTIPifw
113-6795218-5443426		2023-02-26T18:32:50+00:00	2023-02-26T22:10:51+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	1.76	0.1							MADISON	WI	53715-2015	US		FALSE		https://zme-caps.amazon.com/t/Y3ylaJSUxADn/6NKGtB3iopi4reBfeXAmxXfoHq_ZhshhR8n-5t59UzQ/19	https://a.co/1CkGF9z
111-0103666-4329052		2023-02-26T18:42:29+00:00	2023-02-27T21:27:28+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	27.65	2.28							EULESS	TX	76039-3610	US		FALSE		https://zme-caps.amazon.com/t/jLfVEZR68du1/oxBd-ki88ENr9UhdHJgFYCn0Pfc8uveAb6QHkLbRemo/19	https://a.co/2Nm1wl3
113-7553198-6096216		2023-02-26T18:44:47+00:00	2023-02-27T21:27:43+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.1							LARGO	FL	33773-2606	US		FALSE		https://zme-caps.amazon.com/t/syReWGZPf64T/h9goNT18XACO-8Xp3CYYgcy0mc88s_8ubodijJIpkvQ/19	https://a.co/ip7v5zg
114-0317548-8645046		2023-02-26T18:49:16+00:00	2023-02-26T22:09:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1.56							FOSTER CITY	CA	94404-2915	US		FALSE		https://zme-caps.amazon.com/t/PDEuSwcDvYkK/sCP3Sdn7_FZnWXK1SS7kgwdaxygUH8_6jmGZWgg6cgw/19	https://a.co/8S3ikLr
114-0317548-8645046		2023-02-26T18:49:16+00:00	2023-02-26T22:09:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	15.65	1.47							FOSTER CITY	CA	94404-2915	US		FALSE		https://zme-caps.amazon.com/t/sDwEKFFG6oTr/u8ihQEH9urNXR5rup-55NHZhqMIWxz_e6aMwvRuX8AE/19	https://a.co/gu5r1fj
114-8165242-0358620		2023-02-26T19:16:35+00:00	2023-02-26T22:07:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	31.65	2.63							YAKIMA	WA	98902-1519	US		FALSE		https://zme-caps.amazon.com/t/fhs9lVW1eBma/gkwTDP1wHoM5cidvwVTN-XYu0HMk9vz8L_nuD8zQTiU/19	https://a.co/efOpnDx
112-3122807-1743428		2023-02-26T20:06:28+00:00	2023-02-26T22:20:52+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	1.03							BOYNTON BEACH	FL	33435-4429	US		FALSE		https://zme-caps.amazon.com/t/p29oW0Y9jV8J/OQDsvtPvPUJX28DNbFB2dSjjwBdJ91PLToVNazAmcZg/19	https://a.co/i8s7Esp
113-8850810-2123413		2023-02-26T20:35:27+00:00	2023-02-27T21:27:36+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Cursive Letter Balloons - Custom Script Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	XCURSIVELETTERS	B09CW233GB	1	Shipped	1	USD	20.68	1.4							HENDERSON	NORTH CAROLINA	27537-7032	US		FALSE		https://zme-caps.amazon.com/t/yAeYq82kSMyD/D3ouBmbZYyjtsH20qCqEGN454pVrEm2mTpRQ3vpaNEk/19	https://a.co/7PtBb0z
114-6800463-7624245		2023-02-26T21:01:55+00:00	2023-02-27T21:27:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	21.65	2.06							Northridge	CA	91325	US		FALSE		https://zme-caps.amazon.com/t/AbODlOyXMxc0/WH1YnNQ2PKP4S5IBGv_sTraZpZuRaDg006RWlY9862M/19	https://a.co/7CnW62b
113-2542724-1247428		2023-02-26T21:33:18+00:00	2023-02-26T22:16:00+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	0.95							WAYNESVILLE	MO	65583-4248	US		FALSE		https://zme-caps.amazon.com/t/yMu44q0wTq0g/wBUe8CUP15LnesPnn4uwXLneT4_NeSm5HoT2HLnfm0Y/19	https://a.co/hkMkCSQ
112-8352952-9225851		2023-02-26T21:34:12+00:00	2023-02-26T22:19:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	14.65	0.88							OWINGS MILLS	MD	21117-5119	US		FALSE		https://zme-caps.amazon.com/t/A1yzMT3jma8D/Sgn-qqM1pgeU3BMOthkoijvWsa5Y7H9wVMv7fxfPVG8/19	https://a.co/a4rIhj1
112-8352952-9225851		2023-02-26T21:34:12+00:00	2023-02-26T22:19:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	16.65	1							OWINGS MILLS	MD	21117-5119	US		FALSE		https://zme-caps.amazon.com/t/u8bjky8ksSvm/pKgpVA-6cWmqsJvSBsAE4_wAXpxlSQeV3I4z_F6T67o/19	https://a.co/1v4MxlF
114-5103567-0909023		2023-02-26T21:48:38+00:00	2023-02-27T21:27:37+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	19.65	1.53							CINCINNATI	OH	45255-3935	US		FALSE		https://zme-caps.amazon.com/t/69XRtJaMtiuk/AqPkz1RX7Sm4XDCrsUBgd3HdAieD0GnQh-va7PxuOlk/19	https://a.co/7s5lRIR
111-1731354-1374662		2023-02-26T21:58:41+00:00	2023-02-27T21:27:37+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	25.65	2.12							FULSHEAR	TX	77441-1871	US		FALSE		https://zme-caps.amazon.com/t/WTI0xxWSmTVC/Lj6998fiJiyy9_5jwiRpQ_gSdaDqF_LG4aq3zyBpd_Y/19	https://a.co/hXjpyGX
113-5017700-5968207		2023-02-26T22:07:07+00:00	2023-02-26T22:31:55+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel		Standard	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1		0										LANSING	MI	48910-5796	US		FALSE		https://zme-caps.amazon.com/t/6xpcQh5PuxE1/KULBhPegXNT_xvWHnZ3moB_tjnjraZ_0Mjmml8re4dI/19	https://a.co/hW8ZP1u
112-0989075-5913854		2023-02-26T22:08:55+00:00	2023-02-27T00:52:02+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel		SecondDay	"Letter Balloons - Custom Phrase 16"" Inch Alphabet Letters & Numbers Foil Mylar Balloon - Create Your Own Balloon Banner"	CUSTOMLETTERS	B08KRMCTLV	1	Shipped	1	USD	17.65	0.97	8.99	0.49					RHINELANDER	WI	54501-9211	US		FALSE		https://zme-caps.amazon.com/t/vetseWC7cj00/Nl9a8pdOJO_pcmoU7ZJEbUqw4pmFWr6EnSImygk2aY0/19	https://a.co/iHNxEgO
